episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
317,40316,white,1/2-1/2,0.0,0.5,100,max_plies,False
318,40317,black,1/2-1/2,0.0,0.5,100,max_plies,False
319,40318,white,1-0,1.0,1.0,39,checkmate,False
320,40319,black,0-1,1.0,1.0,58,checkmate,False
321,40320,white,1/2-1/2,0.0,0.5,91,threefold_repetition,False
322,40321,black,0-1,1.0,1.0,90,checkmate,False
323,40322,white,1/2-1/2,0.0,0.5,100,max_plies,False
324,40323,black,0-1,1.0,1.0,26,checkmate,False
325,40324,white,1/2-1/2,0.0,0.5,100,max_plies,False
326,40325,black,0-1,1.0,1.0,52,checkmate,False
327,40326,white,1/2-1/2,0.0,0.5,48,threefold_repetition,False
